Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
58945027,09/27/2023 10:50:34 PM,09/27/2023 11:15:12 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2023 11:15:16 PM,12 MANHATTAN,,MANHATTAN,1001578,245628,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.840850336148144,-73.93737508387434,"(40.840850336148144, -73.93737508387434)",13090,47,4,39,21
58942534,09/27/2023 10:47:47 PM,09/27/2023 11:03:32 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,2111 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 11:03:35 PM,09 BROOKLYN,3050260075,BROOKLYN,994992,179735,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66000124850346,-73.96128272045006,"(40.66000124850346, -73.96128272045006)",13509,17,2,11,44
58941247,09/27/2023 10:45:58 PM,09/27/2023 11:03:26 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,106 SUFFOLK STREET,SUFFOLK STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,SUFFOLK STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2023 11:03:30 PM,03 MANHATTAN,1003480006,MANHATTAN,988077,201136,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71874775735738,-73.986194225742,"(40.71874775735738, -73.986194225742)",11723,70,4,32,4
58938697,09/27/2023 10:45:25 PM,09/27/2023 11:20:34 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,83 ST NICHOLAS PLACE,ST NICHOLAS PLACE,WEST  153 STREET,EDGECOMBE AVENUE,WEST  153 STREET,EDGECOMBE AVENUE,ADDRESS,NEW YORK,ST NICHOLAS PLACE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 11:20:42 PM,09 MANHATTAN,1020690011,MANHATTAN,1000674,241561,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82968932642495,-73.94065217670709,"(40.82968932642495, -73.94065217670709)",12428,37,4,36,19
58941275,09/27/2023 10:45:20 PM,09/27/2023 11:17:07 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10468,2710 MORRIS AVENUE,MORRIS AVENUE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,MORRIS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 11:17:11 PM,07 BRONX,,BRONX,1013124,255501,ONLINE,Unspecified,BRONX,,,,,,,,40.8679185556592,-73.89560433136421,"(40.8679185556592, -73.89560433136421)",11606,24,5,29,34
58942553,09/27/2023 10:44:18 PM,09/27/2023 11:15:06 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201,442 FULTON STREET,FULTON STREET,LAWRENCE STREET,BRIDGE STREET,LAWRENCE STREET,BRIDGE STREET,ADDRESS,BROOKLYN,FULTON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2023 11:15:11 PM,02 BROOKLYN,,BROOKLYN,988257,190929,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.690731865536264,-73.98555095542704,"(40.690731865536264, -73.98555095542704)",16865,68,2,38,54
58936130,09/27/2023 10:42:48 PM,09/27/2023 10:51:52 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,260 HERKIMER STREET,HERKIMER STREET,HERKIMER COURT,BROOKLYN AVENUE,HERKIMER COURT,BROOKLYN AVENUE,ADDRESS,BROOKLYN,HERKIMER STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:51:58 PM,03 BROOKLYN,,BROOKLYN,999570,186793,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67936714058921,-73.94476624568584,"(40.67936714058921, -73.94476624568584)",17618,69,2,49,51
58940475,09/27/2023 10:41:56 PM,09/28/2023 02:06:57 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11212,365 THATFORD AVENUE,THATFORD AVENUE,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,THATFORD AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/28/2023 02:07:00 AM,16 BROOKLYN,,BROOKLYN,1010017,180240,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.661356385690354,-73.90712636722496,"(40.661356385690354, -73.90712636722496)",17614,55,2,25,46
58939990,09/27/2023 10:41:39 PM,09/27/2023 10:46:39 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,40 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  112 STREET,WEST  113 STREET,WEST  112 STREET,WEST  113 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:46:43 PM,10 MANHATTAN,1018220024,MANHATTAN,997413,230755,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80003534473957,-73.95245693066447,"(40.80003534473957, -73.95245693066447)",12423,18,4,36,18
58942539,09/27/2023 10:41:14 PM,09/27/2023 11:04:40 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,560 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  144 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2023 11:04:43 PM,09 MANHATTAN,,MANHATTAN,998173,239932,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82522248363238,-73.94969287279021,"(40.82522248363238, -73.94969287279021)",12428,37,4,23,19
58938695,09/27/2023 10:40:52 PM,09/27/2023 10:59:47 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1044 FLATBUSH AVENUE,FLATBUSH AVENUE,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2023 10:59:53 PM,14 BROOKLYN,,BROOKLYN,995886,174516,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64567510317057,-73.95806949019844,"(40.64567510317057, -73.95806949019844)",13510,60,2,11,43
58937362,09/27/2023 10:37:32 PM,09/27/2023 10:46:24 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,100 WEST  115 STREET,WEST  115 STREET,LENOX AVENUE,ST NICHOLAS AVENUE,LENOX AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  115 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:46:28 PM,10 MANHATTAN,1018240016,MANHATTAN,997925,231290,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.801502995687706,-73.95060656306055,"(40.801502995687706, -73.95060656306055)",12423,18,4,36,18
58941227,09/27/2023 10:36:13 PM,09/27/2023 10:46:11 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,40 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  112 STREET,WEST  113 STREET,WEST  112 STREET,WEST  113 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:46:14 PM,10 MANHATTAN,,MANHATTAN,997413,230755,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80003534473957,-73.95245693066447,"(40.80003534473957, -73.95245693066447)",12423,18,4,36,18
58939173,09/27/2023 10:34:50 PM,09/28/2023 02:02:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,368 SUYDAM STREET,SUYDAM STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,SUYDAM STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/28/2023 02:03:03 AM,04 BROOKLYN,3032210031,BROOKLYN,1006079,195995,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.704610837482896,-73.9212693033106,"(40.704610837482896, -73.9212693033106)",13828,42,2,30,53
58942548,09/27/2023 10:33:22 PM,09/28/2023 12:04:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11231,14 VERONA STREET,VERONA STREET,DWIGHT STREET,RICHARDS STREET,DWIGHT STREET,RICHARDS STREET,ADDRESS,BROOKLYN,VERONA STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/28/2023 12:04:40 AM,06 BROOKLYN,3005230018,BROOKLYN,982304,186328,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.678103864082665,-74.00701585136078,"(40.678103864082665, -74.00701585136078)",13514,14,2,7,48
58938667,09/27/2023 10:32:41 PM,09/27/2023 10:51:03 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,180 BLEECKER STREET,BLEECKER STREET,SULLIVAN STREET,MAC DOUGAL STREET,SULLIVAN STREET,MAC DOUGAL STREET,ADDRESS,NEW YORK,BLEECKER STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:51:08 PM,02 MANHATTAN,,MANHATTAN,984004,204874,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72900848589757,-74.00088757339687,"(40.72900848589757, -74.00088757339687)",12075,57,4,10,3
58937381,09/27/2023 10:31:41 PM,09/27/2023 10:36:18 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,39 WEST END AVENUE,WEST END AVENUE,WEST   61 STREET,WEST   61 DRIVE,WEST   61 STREET,WEST   61 DRIVE,ADDRESS,NEW YORK,WEST END AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:36:22 PM,07 MANHATTAN,1011710063,MANHATTAN,987215,220983,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77322312424448,-73.98929511220663,"(40.77322312424448, -73.98929511220663)",12420,20,4,19,12
58945047,09/27/2023 10:31:05 PM,09/27/2023 11:04:16 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,565 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  144 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2023 11:04:20 PM,09 MANHATTAN,,MANHATTAN,998155,239949,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82526917214624,-73.94975787584788,"(40.82526917214624, -73.94975787584788)",12428,37,4,23,19
58937387,09/27/2023 10:30:10 PM,09/27/2023 10:41:24 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,703 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:41:38 PM,12 MANHATTAN,,MANHATTAN,1001743,248825,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84962483486739,-73.9367704194685,"(40.84962483486739, -73.9367704194685)",13091,47,4,39,22
58937380,09/27/2023 10:27:12 PM,09/27/2023 10:56:03 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11101,40 AVENUE,40 AVENUE,10 STREET,11 STREET,10 STREET,11 STREET,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:56:08 PM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,
58937398,09/27/2023 10:26:13 PM,09/27/2023 10:45:26 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,712 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:45:29 PM,12 MANHATTAN,,MANHATTAN,1001692,248833,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84964689338934,-73.93695474139341,"(40.84964689338934, -73.93695474139341)",13091,47,4,39,22
58941235,09/27/2023 10:25:50 PM,09/27/2023 10:55:27 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,212 EAST  161 STREET,EAST  161 STREET,CONCOURSE VILLAGE WEST,SHERMAN AVENUE,CONCOURSE VILLAGE WEST,SHERMAN AVENUE,ADDRESS,BRONX,EAST  161 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2023 10:55:30 PM,04 BRONX,2024430090,BRONX,1006228,240306,ONLINE,Unspecified,BRONX,,,,,,,,40.826232636907704,-73.92058702022133,"(40.826232636907704, -73.92058702022133)",10929,50,5,42,27
58945050,09/27/2023 10:24:49 PM,09/27/2023 10:35:20 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10023,181 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   68 STREET,WEST   69 STREET,WEST   68 STREET,WEST   69 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:35:23 PM,07 MANHATTAN,,MANHATTAN,988851,222061,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77618125128411,-73.98338773124577,"(40.77618125128411, -73.98338773124577)",12420,20,4,19,12
58939966,09/27/2023 10:24:46 PM,09/27/2023 10:36:45 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,10 UNION SQUARE EAST,UNION SQUARE EAST,4 AVENUE,EAST   15 STREET,4 AVENUE,EAST   15 STREET,ADDRESS,NEW YORK,UNION SQUARE EAST,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:36:47 PM,05 MANHATTAN,1008707501,MANHATTAN,987042,206949,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73470341461676,-73.98992554176107,"(40.73470341461676, -73.98992554176107)",11724,11,4,50,7
58936128,09/27/2023 10:24:44 PM,09/27/2023 10:37:18 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,10 UNION SQUARE EAST,UNION SQUARE EAST,4 AVENUE,EAST   15 STREET,4 AVENUE,EAST   15 STREET,ADDRESS,NEW YORK,UNION SQUARE EAST,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:37:23 PM,05 MANHATTAN,1008707501,MANHATTAN,987042,206949,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73470341461676,-73.98992554176107,"(40.73470341461676, -73.98992554176107)",11724,11,4,50,7
58939955,09/27/2023 10:23:57 PM,09/27/2023 10:30:44 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,365V THATFORD AVENUE,THATFORD AVENUE,DEAD END,RIVERDALE AVENUE,DEAD END,RIVERDALE AVENUE,ADDRESS,BROOKLYN,THATFORD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:30:47 PM,16 BROOKLYN,3035900011,BROOKLYN,1009879,180251,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.661386978765734,-73.90762372719894,"(40.661386978765734, -73.90762372719894)",17614,55,2,25,46
58936115,09/27/2023 10:23:19 PM,09/27/2023 10:30:13 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,44 EAST   14 STREET,EAST   14 STREET,UNION SQUARE WEST,BROADWAY,UNION SQUARE WEST,BROADWAY,ADDRESS,NEW YORK,EAST   14 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:30:17 PM,02 MANHATTAN,,MANHATTAN,986626,207091,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.735093291152495,-73.99142655701293,"(40.735093291152495, -73.99142655701293)",11724,57,4,50,3
58943799,09/27/2023 10:23:15 PM,09/27/2023 10:51:42 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11235,3162 BRIGHTON    4 STREET,BRIGHTON    4 STREET,BRIGHTWATER COURT,BOARDWALK EAST,BRIGHTWATER COURT,BOARDWALK EAST,ADDRESS,BROOKLYN,BRIGHTON    4 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:51:48 PM,13 BROOKLYN,,BROOKLYN,994537,148937,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.575467685288814,-73.96296959768924,"(40.575467685288814, -73.96296959768924)",13826,21,2,15,35
58936134,09/27/2023 10:22:41 PM,09/27/2023 10:36:23 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10003,4 AVENUE,4 AVENUE,4 AVENUE,EAST   14 STREET,4 AVENUE,EAST   14 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:36:27 PM,05 MANHATTAN,,MANHATTAN,987048,206851,PHONE,Unspecified,MANHATTAN,,,,,,,,40.734434426864034,-73.98990393253564,"(40.734434426864034, -73.98990393253564)",11724,57,4,50,5
58945051,09/27/2023 10:21:25 PM,09/27/2023 10:23:28 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,700 EAST    9 STREET,EAST    9 STREET,AVENUE C,AVENUE D,AVENUE C,AVENUE D,ADDRESS,NEW YORK,EAST    9 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2023 10:23:32 PM,03 MANHATTAN,,MANHATTAN,990390,203496,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72522408399047,-73.97784800307466,"(40.72522408399047, -73.97784800307466)",11729,70,4,50,5
58942537,09/27/2023 10:21:20 PM,09/27/2023 10:38:13 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,10 UNION SQUARE EAST,UNION SQUARE EAST,4 AVENUE,EAST   15 STREET,4 AVENUE,EAST   15 STREET,ADDRESS,NEW YORK,UNION SQUARE EAST,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:38:18 PM,05 MANHATTAN,,MANHATTAN,987042,206949,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73470341461676,-73.98992554176107,"(40.73470341461676, -73.98992554176107)",11724,11,4,50,7
58939967,09/27/2023 10:21:15 PM,09/27/2023 10:27:21 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:27:26 PM,03 BRONX,,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,,,,,,,,40.83694066292417,-73.90374441298103,"(40.83694066292417, -73.90374441298103)",10934,34,5,42,25
58936143,09/27/2023 10:17:53 PM,09/27/2023 10:32:40 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,133 AVENUE C,AVENUE C,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,NEW YORK,AVENUE C,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/27/2023 10:32:43 PM,03 MANHATTAN,,MANHATTAN,990281,203394,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72494419374741,-73.97824134652947,"(40.72494419374741, -73.97824134652947)",11729,70,4,50,5
58938666,09/27/2023 10:17:40 PM,09/27/2023 10:27:53 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:27:56 PM,03 BRONX,,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,,,,,,,,40.83694066292417,-73.90374441298103,"(40.83694066292417, -73.90374441298103)",10934,34,5,42,25
58943795,09/27/2023 10:17:35 PM,09/27/2023 10:40:10 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,186 WEST    4 STREET,WEST    4 STREET,JONES STREET,BARROW STREET,JONES STREET,BARROW STREET,ADDRESS,NEW YORK,WEST    4 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:40:14 PM,02 MANHATTAN,,MANHATTAN,983717,206182,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73259861291094,-74.0019231793041,"(40.73259861291094, -74.0019231793041)",12077,57,4,10,3
58941243,09/27/2023 10:17:06 PM,09/27/2023 10:45:58 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,60 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  113 STREET,WEST  114 STREET,WEST  113 STREET,WEST  114 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:46:03 PM,10 MANHATTAN,,MANHATTAN,997399,231065,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80088623075003,-73.952506889797,"(40.80088623075003, -73.952506889797)",12423,18,4,36,18
58938664,09/27/2023 10:16:10 PM,09/27/2023 10:42:09 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,701 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:42:13 PM,12 MANHATTAN,1021760138,MANHATTAN,1001753,248823,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.849619325642685,-73.93673427905506,"(40.849619325642685, -73.93673427905506)",13091,47,4,39,22
58945017,09/27/2023 10:15:52 PM,09/27/2023 10:38:39 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,101 EAST   14 STREET,EAST   14 STREET,4 AVENUE,IRVING PLACE,4 AVENUE,IRVING PLACE,ADDRESS,NEW YORK,EAST   14 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:38:43 PM,05 MANHATTAN,1008707501,MANHATTAN,987094,206829,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73437402761099,-73.98973795931245,"(40.73437402761099, -73.98973795931245)",11724,11,4,50,7
58942529,09/27/2023 10:14:42 PM,09/27/2023 10:30:11 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,365 THATFORD AVENUE,THATFORD AVENUE,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,THATFORD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:30:17 PM,16 BROOKLYN,,BROOKLYN,1010017,180240,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.661356385690354,-73.90712636722496,"(40.661356385690354, -73.90712636722496)",17614,55,2,25,46
58939973,09/27/2023 10:14:21 PM,09/27/2023 10:19:04 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,145 4 AVENUE,4 AVENUE,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,ADDRESS,NEW YORK,4 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:19:07 PM,03 MANHATTAN,,MANHATTAN,987057,206662,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73391566554618,-73.98987153654743,"(40.73391566554618, -73.98987153654743)",11724,70,4,50,5
58936105,09/27/2023 10:13:58 PM,09/27/2023 10:45:45 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,53 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  112 STREET,WEST  113 STREET,WEST  112 STREET,WEST  113 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/27/2023 10:45:48 PM,10 MANHATTAN,,MANHATTAN,997400,230903,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80044158360886,-73.95250359514544,"(40.80044158360886, -73.95250359514544)",12423,18,4,36,18
58939961,09/27/2023 10:12:39 PM,09/27/2023 10:29:59 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,175 BLEECKER STREET,BLEECKER STREET,SULLIVAN STREET,MAC DOUGAL STREET,SULLIVAN STREET,MAC DOUGAL STREET,ADDRESS,NEW YORK,BLEECKER STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/27/2023 10:30:02 PM,02 MANHATTAN,,MANHATTAN,984063,204843,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72892339991252,-74.00067469924103,"(40.72892339991252, -74.00067469924103)",12075,57,4,32,3
